Test_Set,RMSE,R2
Set_1,1.0751087528975196,0.6086463106370748
Set_2,0.7648446487665286,0.763588444228188
Set_3,0.9448992212860756,0.3666232630841168
Set_4,1.4192588725126158,0.4926571062300829
Set_5,0.5436422461892977,0.7374114246670311
Set_6,0.7075581535788357,0.6993188517244726
Set_7,0.763923863920634,0.8273511460913211
Set_8,0.6458455732167404,0.7673867379262496
Set_9,1.3034843257809423,0.5897341339627813
Set_10,1.0269549486358698,-0.2887023611158679
Set_11,0.6889141354751165,0.7985244817272841
Set_12,0.8293408134284719,0.3975965037330417
Set_13,0.9422491628565668,0.7547044736804385
Set_14,1.4874551227022217,0.4612033724938366
Set_15,0.8239736973119391,0.5733643337015093
Set_16,0.6247931744387728,0.7398028733374103
Set_17,0.7917209308259681,0.8364839572826992
Set_18,0.9300580672621248,0.5082263900881387
Set_19,1.3573499350254907,0.535259013652361
Set_20,0.8305353496301078,0.3065257895229012
Set_21,1.3980186311449303,0.4989597004894334
Set_22,0.7781125117108953,0.6853244220273271
Set_23,1.0277818571011532,0.0113709833280075
Set_24,0.7923859301381753,0.7401913073219245
Set_25,1.1206136212229152,0.6620576328124158
