Test_Set,RMSE,R2
Set_1,19.68698989115055,0.1185206345248348
Set_2,18.66191790675351,-0.0053684073114839
Set_3,22.73364554348273,-0.0308919927250503
Set_4,25.728815849323883,0.1285470716903028
Set_5,26.023844145690752,-0.1033159705087871
Set_6,22.7357053649428,-0.0259367332586417
Set_7,22.802145089093155,0.2588026494263549
Set_8,20.83875042717019,-0.182834479065324
Set_9,23.367427974614063,-0.1989477823763419
Set_10,26.839081307785097,-0.0860375488340556
Set_11,27.022788672056684,-1.7514249697464397
Set_12,19.228210162867555,0.1675119969191179
Set_13,29.16704650343719,-0.0140117875845935
Set_14,22.16020392188073,0.1203724692654218
Set_15,27.993110740550925,-0.4139947085372832
Set_16,17.642728601667105,0.0508661006858294
Set_17,18.94870115865571,0.1304708705315231
Set_18,23.722097345696643,0.1578743183747186
Set_19,29.683809570923195,-0.2919329694268864
Set_20,25.919802787130973,-0.0774553936381219
Set_21,32.851843338335875,-0.75513953004517
Set_22,20.793054608980825,0.1191287557489628
Set_23,25.67421246865186,-0.090945686910679
Set_24,20.16044579955581,0.007216462727155
Set_25,21.60125314896735,-0.1485605379147041
