Test_Set,RMSE,R2
Set_1,22.341049590006588,-0.0303585764328213
Set_2,28.49065028293802,-0.4086094617315505
Set_3,22.78563890246331,0.1154726998400647
Set_4,25.917387397095933,-0.0918416219453166
Set_5,15.921532700413644,0.2444683117589275
Set_6,27.269214798128264,-0.0383241549847368
Set_7,20.287917356037152,0.1817390500192369
Set_8,22.703282643946128,-0.0122789824480442
Set_9,19.65098465441436,-0.0479192510941648
Set_10,24.85924605858288,-0.083683154878428
Set_11,27.158247534466447,-0.3047377531139297
Set_12,21.725492496095583,0.2208062724448536
Set_13,22.62910053671224,0.0347598551418955
Set_14,20.713185726558606,0.001960076613537
Set_15,23.8590733953347,0.0439165635657319
Set_16,26.9426561490112,-0.2671680977931574
Set_17,23.323496369278825,0.1571234544116129
Set_18,21.14349416145545,0.0965603852269261
Set_19,19.40606974368735,0.1060415397026056
Set_20,22.705082553509246,0.0575758071083883
Set_21,28.37734470723135,-0.4411580481948915
Set_22,20.88168463787562,0.0968810312310839
Set_23,27.636229909774173,0.0126642988510801
Set_24,18.854294137953755,0.1412046237138248
Set_25,23.115390880139135,-0.1164221650327972
