Test_Set,RMSE,R2
Set_1,18.38694856885503,0.3020881549776695
Set_2,24.731859670768564,-0.061449645142912
Set_3,14.384631161636412,0.6474779614541771
Set_4,24.534906356309342,0.021533502388612
Set_5,8.443395970806272,0.7875203915959192
Set_6,15.677607347062892,0.6568000372277949
Set_7,19.050153076185023,0.2785374946463844
Set_8,23.412755018653133,-0.0765344673251582
Set_9,12.11983662014029,0.6013858592941177
Set_10,26.59092441549639,-0.23991884668321
Set_11,22.619914192398085,0.0948894558422226
Set_12,21.6141497293279,0.2287726084456048
Set_13,20.38068757465205,0.2170420535758166
Set_14,12.354746540016432,0.6449236452740812
Set_15,16.976532223588798,0.5159540128489206
Set_16,23.36827676389316,0.046750117717515
Set_17,19.504490172377192,0.4105515777906098
Set_18,20.576550950101947,0.1443606105218644
Set_19,19.99502632051952,0.0509564980842643
Set_20,22.82601232807895,0.0475101768205548
Set_21,24.031291420373403,-0.0335281197704777
Set_22,14.743384577046728,0.5497971793054337
Set_23,18.471962565344068,0.5589038169939822
Set_24,18.233071359781448,0.1968646279648543
Set_25,21.95475394989153,-0.0071243862714469
