Test_Set,RMSE,R2
Set_1,22.260469854111864,-0.0229393822331152
Set_2,27.148592791206944,-0.2790293913798116
Set_3,19.006042406391558,0.3845791463930237
Set_4,23.945124373783887,0.0680096843382725
Set_5,21.68098259470944,-0.4010087876447621
Set_6,22.862768783228997,0.2701302907932758
Set_7,27.39430133688428,-0.4918918757281081
Set_8,20.73243801196408,0.155842158335991
Set_9,14.324670681085646,0.4431624952077518
Set_10,26.625004529580128,-0.243099229245624
Set_11,23.4624732387385,0.0262054831666727
Set_12,20.838594627127257,0.2831256521797668
Set_13,23.214895166775253,-0.0158609025827289
Set_14,20.814028793367143,-0.0077815832474776
Set_15,23.86162884702543,0.0437117479104254
Set_16,25.77808889933021,-0.1599916089652744
Set_17,19.5137757243608,0.4099901290143364
Set_18,20.947105157516344,0.1132654393366748
Set_19,20.17107944630129,0.0341705518030093
Set_20,24.047127425869977,-0.057125782748953
Set_21,24.72552676404953,-0.0941055109293813
Set_22,24.380095665701344,-0.2310755605916499
Set_23,21.88505625219887,0.3808404420671575
Set_24,20.639231611599666,-0.0290967125146079
Set_25,23.276171933584088,-0.1320069150198179
